62,负责平衡业务需求和技术资源，主导与技术部门的沟通，助力业务提高效率效能,2
63,对所负责运维的业务的质量，成本和安全负责,0
64,快件分拣中心建设项目的工艺规划需求数据分析，工艺流程分析，工艺规划,2
65,"负责发件工具用户的故障处理，功能支持；""",0
66,"有一定的大数据团队管理及人员协作经验。""",4
67,同销售及客户沟通，确保客户解决方案满足客户需求并被客户接受,2
68,负责承担版本的架构设计、性能及调优工作,0
69,"参与代码review；""",1
70,"探索AI在物流领域的创新应用。""",2
71,，参与平台架构部的语音云平台的架构与设计与研发,0
72,"""1、根据部门需求协助处理日常工作事项",4
73,负责产品开发工作的计划、实施，确保技术的超前性、竞争性,4
74,完成指定的专项工作指标,4
75,负责处理报警，进行日常巡检，实施变更，完成需求,4
76,"负责项目中主要功能的代码实现，同时参与后期的生产问题解决。""",4
77,SupportoperationprocessandcommercialrequirementsinEU,4
78,"完成公司交办的其他工作。""",3
79,负责场地内网络规划,0
80,"负责跨部门协调和沟通，推动业务、设计、开发、测试团队紧密合作，确保项目/产品按时按质完成。""",4
81,"""1、负责运维领域相关产品的分析、规划、设计与执行落地",4
82,根据产品开发规范，完成相关技术文档编写,1
83,熟悉产品项目流程，熟悉视觉设计规范，并且对字体设计有浓厚的兴趣,1
84,"""1.	参与同城DDS任务服务模块的业务研发",2
85,"""一、负责市场调查和分析",4
86,"""1.调研物流行业和市场需求，在充分理解物流行业生态和物流业务流程的基础上，挖掘并梳理目标客户的痛点和需求，并形成产品策略",2
87,"""1.负责通过技术手段和管理手段保证公司WindowsServer7*24小时正常运行",0
88,对接产品客户需求，并形成初步的合作方案,2
89,负责制定并完善团队各项目的开发计划、组织方案设计，并监管开发进度,4
90,维护和升级现有软件产品，快速定位并修复现有软件缺陷,2
91,"""1.负责产品的设计、推进、用户研究、竞品分析等",2
92,"负责iOS技术问题的解决；""",0
93,参与手机客户端软件架构设计,1
94,"""1)独立负责业务系统的模块需求分析、设计、开发与维护",0
95,有强烈的创作欲，充满好奇心,2
96,"""1.负责IOT产品产品需求分解，方案设计和评审",2
97,3年以上软件需求分析经验，有软件开发和大型行业应用软件系统方案撰写经验,1
98,"能够根据要求打造前端组件。""",1
99,"负责android技术问题的解决；""",0
100,对各个项目或系统制定QA质量保证计划，并持续跟踪和更新,4
101,负责公司软件配置管理，如基线管理、配置管理工具（SVN/GIT）运维、使用培训,0
102,"""1、负责公司大型中转场网络、服务器日常运维、设备巡检、远程技术支持等工作",0
103,负责图像处理相关技术的应用开发,0
104,"，对项目总的问题进行跟踪分析和报告，推动测试中发现问题及时合理地解决""",4
105,负责制定模块测试计划、用例设计，编写测试用例、测试执行、Bug追踪和管理,1
106,"负责项目的团队建设、技术选型，总体架构。。""",0
107,负责公司网站、软件系统的开发及维护,0
108,负责系统及相关产品需求分析及架构设计,0
109,根据需求实现系统的分析、设计、编码,1
110,"协助应用升级、网络升级、项目上线和机房架构变动等工作；""",0
111,熟悉Android下Java和C/C++语言间的调用和数据交互,1
112,对版本缺陷及生产缺陷进行回顾分析，改进测试过程，提升软件测试质量,2
113,"""1、充分理解公司发展战略及各部门年度规划，收集和挖掘IT需求，进行合理的规划、分析，形成系统解决方案，并协调资源，推进实施",4
114,"""1.本科及以上学历，精通java语义及技术，7年及以上开发、设计经验",1
115,组织制定、审核职责范围相关管理制度、流程、规范、手册；提供专业意见，并推动实施,4
116,"，良好的学习能力和对新技术的追求精神，良好的团队协作能力，积极主动，乐于接受挑战，能承受工作压力。""",4
117,负责APP产品功能测试和兼容性测试工作,0
118,负责业务模块需求的技术可行性分析和系统研发；2.负责个性化业务需求的技术可行性分析和系统研发；3.负责业务系统的功能模块、数据结构和对外接口的设计与开发；4.对IT部门的产品解决方案在IT内部进行讲解（技能传递）,0
119,参与系统功能验收工作及用户手册、新增产品功能培训资料的编写,1
120,"""1、负责熟悉公司内部的研发框架，对个性化系统需求进行前后台系统研发",0
121,运用hive/SQL做数据挖掘分析，用数据驱动产品改进、业务发展,2
122,"执行测试并编写相关业务文档；""",1
123,"独立推动小型智能工具设计及落地实施。""",4
124,"""1、负责Java后台开发",1
125,"""1、负责android相关需求开发",0
126,负责有关多媒体交互设计方案及特效制作,1
127,配合销售人员和客户进行沟通，及时掌握重点客户的需求，了解客户状态，收集客户信息，开拓客户资源,2
128,精细化分解业务需求功能点，推动高效迭代实现计划,2
129,"对数据中心行业技术发展进行前瞻性研究和运用落地""",2
130,"为公司的网络持续优化提供方案""",2
131,"""1、负责图像检测识别算法研究和实现，包括且不限于打印字体文本识别、人脸识别、目标检测、视频跟踪等",1
132,整合产品需求与数据分析，完成产品设计方案、原型设计及撰写产品需求说明书,2
133,熟练掌握软件工程基本原理，能熟练使用PowerDesigner、Visio、EA、Rose等至少两种建模工具,1
134,"在项目执行阶段，对项目的资源、风险、质量进行总体把控，解决项目的存在问题，推进项目收尾工作；""",4
135,根据上级要求编写符合规范的技术文档及维护手册,1
136,协调业务、技术等资源，推动关键场景验证，为项目决策提供关键依据,4
137,熟练使用Kafka、Elasticsearch、Sqoop、Zookeeper等大数据相关组件,1
138,负责整机成品Bom制作，资料、物料、工装治具等的确认,4
139,"协助系统架构师、研发工程师对需求进行理解。""",0
140,"制定运维流程和规范，沉淀与积累运维实战经验。""",0
141,负责同城产品推广方案的策划与实施,4
142,"""1、负责专送产品与北京同城平台的对接与开发",0
143,"根据项目要求，撰写各种技术文档；""",1
144,跟踪结构件打样生产，工艺试装等工作,2
145,创建开发文档，包括系统架构体系，功能目标，接口定义，逻辑状态等,1
146,协助运筹优化算法工程师进行优化模型的数据对接清洗，代码迭代管理，测试；2.RestFulAPI的搭建，维护，性能调优；3.Kafka框架的使用以及性能调优3.开发测试管理体系的搭建以及维护,1
147,开发程序满足公司内部或客户的个性化功能需求,2
148,参与项目功能需求调研、项目可行性分析、技术可行性分析和需求分析,2
149,技术文档编写、对用户做现场培训、系统使用指导,1
150,"""1、根据要求完成产品硬件设计",1
151,网络运维平台和工具的开发,0
152,参与运营支撑平台、运维系统的需求分析、设计、编码,0
153,组织、推动并梳理各项日常工作及项目工作，保证工作目标的达成及各项工作得到有效执行,4
154,"负责公司平台和产品设计，理解业务需求并配合研发同事的工作""",2
155,负责数据中心各类专项工作的跟进及项目进展情况掌控,4
156,相关经验包括但不限于用户行为分析、关联分析、时序建模、文本语义分析和商业预测等,1
157,"熟悉RocketMq中间件、具备丰富的高性能大并发场景下开发及架构经验优先。""",1
158,"""1、理解集团战略决策，把握产品线的发展方向，并制定产品的发展规划和实施路线图，实现完整的产品生命周期的管理",2
159,"配合测试团队完成产品测试方案及测试用例，协同评估产品测试方案及测试用例的完整性、有效性；""",2
160,"独立完成开发工作，进行模块测试，保证代码的质量。""",1
161,绘制工程图并标注各类尺寸、公差、材料、工艺等要求,1
162,对常用的回归测试用例通过自动化工具实现自动回归测试,1
163,对iOS程序的产品设计，需求分析及性能保障有一定的心得,2
164,梳理优化业务使用集群的流程及规范，使集群使用在资源利用、质量等方面均达到较高水平,2
165,"""1	负责公司各产品前端研发",0
166,负责相关业务系统故障处理,0
167,"""1、根据技术研发计划完成公司系统平台、基础服务组件、接口以及应用主要任务模块的核心算法分析、设计和开发",1
168,"""1、负责手机移动端网页及PC端网页的前端开发",1
169,"""1.负责移动端产品的设计、推进、用户研究、竞品分析等",2
170,指导技术人员开展工作，对系统设计、需求边界、软件开发、验收测试等活动进行进度和质量把控，保障系统的稳定和项目质量,4
171,及时对BUG库中的软件问题进行跟踪修正,1
172,跟踪产品上线运营效果，形成产品分析报告并给出优化建议，最终进行产品优化,2
173,前端页面性能优化,1
174,根据产品提供的需求文档，评审需求及工作量，并保证开发的功能的稳定性。2.评审测试人员提供的测试用例，并配合测试人员完成测试工作。3.负责模块设计，项目相关的技术文档的编写工作。1.负责项目中主要功能的代码实现，同时参与后期的生产问题解决,1
175,负责自动化测试脚本的开发，包括接口、功能自动化测试脚本,1
176,"具备良好的沟通能力和优秀的团队协作能力：""",2
177,参与平台型产品规划，负责产品功能设计、流程设计和用户体验设计与优化,2
178,3年以上J2EE架构的软件开发开发经验,1
179,组织并协调产业园运营中心信息化建设工作，通过信息技术实现、保障、促进、引领企业业务运行、发展和创新,4
180,从各环节（如运力资源、业务时效、业务成本、运营质量、运营效率、运营成本）进行数据分析优化落地，定期输出运营分析报告（例如：系统数据传输时效、航班效率、车辆管理、中转环节等；收货上架及时率、拣货效率、发运及时率、商品信息维护完整率、仓储系统优化等）,2
181,负责产品目标用户反馈及用户数据分析，市场竞品使用分析，提炼或构建产品卖点，并能多维度包装现有产品爆点及核心卖点,2
182,"负责财务公司的信息系统安全管理工作，并持续加强公司信息安全管理。""",0
183,"独立与相关服务商、合作方、渠道方沟通、谈判，推进项目进展。""",4
184,负责与项目经理、开发人员和需求就项目要求、进度和问题进行沟通,4
185,负责APP生产线上问题的分析与沟通工作,0
186,"""1.根据产品提供的需求文档，评审需求及工作量，并保证开发的功能的稳定性。2.评审测试人员提供的测试用例，并配合测试人员完成测试工作。3.负责模块设计，项目相关的技术文档的编写工作。4.负责项目中主要功能的代码实现，同时参与后期的生产问题解决",1
187,5年以上大数据开发/架构经验，并在实际项目中应用落地，有实际的收效,4
188,"负责技术团队的队伍建设。""",0
189,不断调整、优化数据库开发维护规范，并对规范做出相应的解读、培训，规范线上、线下数据库结构、权限及调用；支持各产品线的数据库设计及开发,1
190,"负责部门推广传播渠道的管理运维。""",0
191,协调鄂州枢纽信息系统与顺丰科技、航空公司现有信息系统的对接工作,4
192,"Researchandimplementnovelscientificapproaches.""",4
193,对具体的产品进行性能优化，实现极致的Web页面加载、执行和渲染时间,1
194,"""1、负责iOS相关需求开发",0
195,"负责品牌宣传、产品推广、展示活动等视觉设计工作（宣传海报、易拉宝、宣传册、VI、H5页面等）。""",4
196,"通过专题分析，对业务问题进行深入分析，为业务的策略、产品优化提供数据支持。""",2
197,负责对系统研发过程进行符合性质量监督和检查，对发现的不符合项问题进行记录、跟踪和推动解决,4
198,负责私有云和公有云上网络设计、配置、创建和维护工作,0
199,"参与研发部门技术评估、技术积累、技术难题解决等工作。""",4
200,"""1、负责移动端APP及PC端页面开发，与后台工程师协作完成产品数据交互、动态信息展现",2
201,"对系统的应用运营状况数据进行统计、分析、汇报。""",2
202,"""1、负责公司区域范围内分支网点的日常IT运维工作",0
203,负责推动产品落地实现,4
204,"根据产品和项目特点，提出合理的自动化解决方案，并负责设计和实现自动化测试工具，提高测试效率。""",0
205,收集市场反馈与用户行为及需求，提升用户体验,2
206,"""1.参与数据平台相关的接口设计及业务功能实现",2
207,"""负责Android客户端开发工作",0
208,"负责移动终端产品新技术预研。""",0
209,负责处理及跟进用户的需求和建议,2
210,使用仿真软件对所需运动控制算法、机器人算法进行仿真验证,1
211,"以快递业务为中心，利用先进算法，持续优化产品的用户体验。""",2
212,"解决大数据或人工智能领域出现的核心技术问题。""",2
213,负责深度学习模型的研发，调优等,1
214,"能够在团队中完成codereview的任务，确保相关代码的有效性和正确性，并能够通过codereview提供相关性能以及稳定性的建议；""",4
215,出具详细的产品规则说明书，并讲解和开发跟进,4
216,根据实际需求进行敏捷课程培训,2
217,负责地区运维工作管理及基础设施建设,0
218,/,4
219,"为团队引入创新的技术，创新的解决方案，提升团队整体技术能力；""",2
220,协助研发和业务查找分析系统问题,0
221,熟悉移动平台各类SDK接入流程,1
222,进行自动化测试执行、优化改进，进行测试问题分析、定位、跟踪,4
223,与业务方及商家进行沟通，获取并梳理业务需求,2
224,参与项目全过程，统筹管理研发各阶段问题点，直至所有的问题关闭,4
225,"根据上级要求编写符合规范的技术文档及维护手册。""",1
226,"""1.支持上级工作，负责上级日程管理及差旅行程安排，协助上级做好部门管理及团队融合，参与上级及核心团队的支持工作",4
227,参与公司内部使用的航空行业相关系统的需求分析、系统设计、架构设计、核心编码、系统实施等研发工作,2
228,根据需求设计合理的实现方案,2
229,"""1、负责招标文件审核和商务合同起草和审核",4
230,"""1、完成研发经理下达的研发任务，按研发规范提交最终成果",4
231,负责AD、ADCS、DNS、Exchange等微软基础架构产品运维和技术支持,0
232,四、负责宣传、活动策划、营销推广工作,4
233,"负责产品升级和维护。""",0
234,负责开展审批流程&授权管理方法、标准、模板和工具的优化,4
235,"负责需求管理平台、架构图系统的研发和平台升级优化。""",0
236,"""1.负责公司业务系统主机、数据库、中间件的安全风险评估与整改跟踪",0
237,"""1.	负责对海量数据进行分析和挖掘，发现有价值的信息并驱动产品、运营优化",2
238,负责丰农B2B系统整体的产品规划和功能规划；编写完整的产品需求文档，协助开发团队理解和掌握需求，对产品需求方向和易用性负责,2
239,熟悉JBOSS,1
240,"""1、配合研发业务代码上线版本发布，查看日志分析故障，系统环境配置。线上业务故障处理，线上业务与运维平台API接口对接",0
241,"""1、参与项目系统总体设计",4
242,"""1、根据公司业务战略发展需要，统筹规划全网场地（含各类分拨中心、仓配中心、冷库、营业网点等营运场地）的短中长期规划，协助和推动场地规划方案的落地",4
243,对技术难点公关，配合其他同事解决研发中、线上系统运行的问题,4
244,测试使用,4
245,"协调其它部门完成飞控系统相关的对接工作；""",4
246,"""1、负责无人机控制算法的开发和测试",0
247,根据产品开发需要，完成产品各部分设计的更新和修改,2
248,"""1、负责SAPHR模块日常运维工作，及时解决用户在日常使用过程中的问题",0
249,负责用户需求的挖掘、以及需求的收集及分析,2
250,"参与结构试验，无人机试飞，以及其他临时分配工作。""",4
251,模型结果的验证与落地方案制定,4
252,负责安全产品运营，对收集的安全产品日志进行分析，发现存在的潜在风险并及时推动解决,2
253,"""1、结合公司战略规划和愿景，负责制定车辆资源产品线的产品策略，明确产品路线图，对产品全生命周期进行管理",2
254,挖掘提升测试质量与效率的工具需求，并对工具进行开发及使用推广,2
255,"持续优化和迭代、确保代码的可读性、易维护性和可扩展性。""",1
256,系统规划，与产品人员进行前期调研和产品设计工作，编写调研报告和项目解决方案,2
257,能主动学习，能做好计划管理和进度管理,4
258,"""1、负责大数据Hive开发及数据建模",1
259,精通photoshop、illustrator、flash等常用设计工具，熟悉Html、JavaScrip和DIVCSS等技术，能编写扩展性、兼容性良好的页面结构,1
260,"负责ECP系统的需求管理及落地推广""",0
261,"""1、负责地区IT基础架构支持与管理工作",0
262,根据测试标准和规范、需求分析、用例分析等进行软件测试，能够保质保量按时完成测试任务；2、执行功能测试、性能测试、回归测试等日常版本测试工作；3、设计测试用例，对测试中发现的问题进行及时跟踪和反馈，分析和解决问题；4、完善测试标准和规范，保证软件的良好用户体验。通用技能：1、具备良好的表达沟通能力及合作精神2、具有工作主动性强，善于学习3、具有良好的工作态度和职业道德4、能承受一定的工作压力,1
263,"""1、负责城市内流程试点、验证工作",4
264,"简历、跟踪、维护测试工作的相关文档；""",1
265,负责核心代码的编写工作，并能带领其他成员完成项目的研发工作,4
266,对接UI设计、实现产品界面，与后台开发人员共同完成产品功能,1
267,为行业客户与公司系统对接提供全面的解决方案支持与IT资源协调,2
268,"研究性能测试方法和工具，不断完善性能测试框架，提出公司内性能测试工具和方法改进建议。""",1
269,"""1、信息安全事件调查，提交应用漏洞整改建议和跟进整改",4
270,"研究创新的开发思路和前沿技术，应用到团队产品中。""",2
271,"根据产品功能需求设计并完成软件实现。""",2
272,"""1、根据需求拆分测试点，编写测试计划、测试用例、测试结果等相关文档",1
273,引入新技术及框架，创新并持续优化现有技术架构标准,2
274,根据业务规划，配合实施门店新设备的引进工作，制订选型技术标准，执行选型测试、试点、推广和运行支持,4
275,负责公司相关软件的架构设计、改进、完善，性能优化,0
276,数据库数据整合、ETL及接口开发,1
277,"""1、可独立负责项目研发、运维、落地、推广落地等全流程工作，统筹项目的全面有序按计划的开展",4
278,负责车联网辅助驾驶平台和数据可视化项目的系统架构,0
279,"对流程设计、优化提出建设性建议。""",2
280,负责无人机调试和维护工作,0
281,"协调开发团队与客户，跟踪产品运营效果，形成产品分析报告并给出改进建议。""",2
282,"负责模型算法开发与改进""",1
283,负责产业园建设过程中弱电相关系统的大纲规划、需求提报、图纸审核等相关工作,4
284,"""有强烈的创作欲，充满好奇心",2
285,"突发事件应急响应""",4
286,"""1.负责公司相关系统开发，负责代码编写及代码维护，包括需求分析、功能定义、框架设计、实现、调试、测试",1
287,"""1.负责公司相关软件的架构设计、改进、完善，性能优化",0
288,负责HA架构规划和实施，操作系统整体调优和主动预防,0
289,负责相关网络设备、服务器、存储等设备的规划、部署、配置、调试和管理；负责对公司网点网络的维护与管理,0
290,搭建并维护持续集成测试环境,0
291,"深入跟踪竞对产品，并归纳分析壁垒，为业务规划以及决策提供参考；""",2
292,"""1、负责根据项目测试计划制订项目测试用例并实施，保证项目质量和进度",4
293,负责X86服务器全生命周期运维管理,0
294,"：能引导以及帮助部门内其他同事进行技术提升""",4
295,完善和优化算法，以技术驱动公司业务成长，体现技术价值；负责基于历史数据与实时流数据的分析与策略优化,2
296,"""1、负责项目中与视觉里程计/图像拼接/三维重建相关的算法研究和实现",1
297,"针对顺丰优选线上线下业务系统，提供功能支持和技术支持，承接各类IT异常并跟进问题及时解决，持续收集和挖掘优化点并推进系统改进。""",2
298,"""1、负责顺丰国际业务的应用运维工作，包括应用系统日常例检、监控、和主动预防工作",0
299,负责对全网地区IT提交的需求进行跟进并跟踪直到需求行到落地解决,4
300,人资领域的需求分析和产品设计（解决方案设计），出具相应的文档,2
301,"负责对相关技术文档，以及在研发过程中产生的记录性文档，进行拟订""",1
302,负责产品各功能模块驱动设计和开发调试,0
303,"""1、主要负责iOS应用程序的设计，能独立完成开发工作，至少开发过一款完整的iOS产品",1
304,熟悉多线程技术，并有相关开发经验,1
305,推动算法、研发、测试团队保证产品按时发布，并根据一线反馈不断迭代,2
306,制定各种项目管理计划，并监控追踪项目实施,4
307,"""1、负责产品定义、搜集和提出产品需求",2
308,"""1.调研和搭建适合海量数据的存储、统计、分析和深度挖掘的系统架构",2
309,配合前端开发人员进行应用及系统整合，积极配合UI设计师和产品策划人员研究并改善用户体验,2
310,"""1、	负责用户需求调研和行为分析，绘制产品原型图，输出PRD",2
311,"""1、负责公司业务系统网络环境及设备的管理、配置、排错、维护，提供网络设备维护方案",0
312,"，参与平台架构部的公共组件的设计与研发""",0
313,"新包装创新方向的提报和论证。""",4
314,负责SFSRC的漏洞审核、跟踪，并协助业务部门制定解决方案,4
315,"""（1）参与系统需求分析，进行概要设计和模块的详细设计",1
316,参与应用服务系统的整体规划、架构设计及优化等工作,0
317,"负责管理产品的体验，跟踪产品的体验效果，持续改善产品的用户体验，不断改进产品功能""",2
318,"""1、统筹H线项目管理工作，负责把控项目的过程、质量与汇报",4
319,在按照需求完成编码开发工作的前提下，能通过大数据量压力测试,2
320,洞察物流行业技术的未来趋势，规划出有竞争力的新特性、新机会点和前瞻性的场景化解决方案,2
321,"""1、根据产品需求，使用QT库，构建界面框架、完成界面逻辑",1
322,"完成网络规划模型所需的数据分析工作，负责运筹优化方向的算法研究和开发；""",1
323,进行供应链协同产品的规划设计，并对现有系统提出改进建议,2
324,"""1)根据产品的实际应用场景，进行调研和准确解读，完成产品的工业设计及独立提案，并将设计或者提案形成完整的文档",2
325,"""1.根据产品设计需求，配合后台开发人员实现产品界面和功能，维护及优化前端页面性能",1
326,"开发并维护相应的数据库操作文档。""",1
327,能够制定开发管理规范，并指导团队成员执行,4
328,"负责日常的运营活动及功能维护提供设计支持。""",0
329,"""1、运维顺丰全网Linux&unix操作系统，保障操作系统稳定、安全、高效",1
330,"主动输出并跟进各相关模块的问题及落地改善""",4
331,负责公司办公环境的软硬件和桌面系统的日常维护确保公司办公场地日常的正常运作的日常运维,0
332,"""1.对手机终端系统、网络、图形界面、UI框架以及网络交互有深入理解",1
333,负责Linux平台系统的安全管理,0
334,"""1，负责中间件平台，如：Jetty、Tomcat、Redis、Nginx/Openresty、Haproxy、Kafka、RabbitMQ等的日常运营",1
335,"""1.负责客户网站、专题等网页设计",1
336,负责处理系统整合过程中遇到的问题,0
337,对关键构件、接口进行设计，撰写系统设计方案,1
338,对机器人传感器信号进行处理，开发机器人环境感知算法和相关代码编写,1
339,"""1、负责建立数据运营底盘基础，包含数据内容规划（指标、纬度）、数据采集埋点规范标准制定等",4
340,熟悉Hadoop生态圈常用组件,1
341,"""工作职责：",3
342,"""1、负责同城产品运营支持，包括产品推广及推广运营监控工作",0
343,"负责自动化项目的验收及系统交付；""",0
344,"""1、	根据丰农战略业务定位，负责丰农B2B系统研发及运维管工作，为丰农商流工作提供系统支持，提升丰农服务运维水平",0
345,负责项目中协调各项目参与部门的协作和冲突，能及时发现并提示项目风险和问题，组织制定应对或规避方案至风险和问题的解决,4
346,"支持融合感知、规划控制、地图构建等相关模块研发工作。""",1
347,"""1、负责无人机控制系统的代码编写",1
348,能够推动企业内部职能部门流程优化的项目,4
349,参与鄂州枢纽项目弱电信息系统建设工作；包括设计、施工阶段的各项建设工作,4
350,"负责解决系统线上故障，负责优化业务和系统问题""",0
351,"""1、负责机房及服务器运维平台、工具的自动化开发",0
352,带领项目组内初级人员开展工作,4
353,熟悉Hbase，理解hbase理解Hbase的存储原理和存储架构,1
354,提升前端页面交互和使用体验,1
355,"负责项目开发的流程设计、模块整合、性能测试与算法优化等""",1
356,"""1、负责质量管理体系搭建",0
357,具备物流详情信息、数据的整合能力,2
358,围绕大数据在服装、快消、生鲜、3C等行业的应用场景，对行业、市场、用户及竞争对手等方面编制分析报告,2
359,"""1.统筹H线项目管理工作，负责把控项目的过程、质量与汇报",4
360,负责行业、竞品的相关研究分析,4
361,开发与完善内部自动化运维工具，提升运维质量及效率,0
362,，负责中间件平台的故障定位与异常处理,0
363,根据软件设计需求定制测试计划、设计测试数据和测试用例,1
364,"""1、对市场研究/销售管理/销售支持/价格管理领域软件有较深理解，有相关实际软件项目研发或实施经验",4
365,合理地引导业务的需求，给业务提供端到端的解决方案,2
366,"持续研究前沿技术并应用到产品中。""",2
367,工作内容包括但不限于航空资源与线路规划、干线资源与线路规划、路由规划，配载优化等,4
368,"""1、对于平台运营中拉新、留存、促活、转化，找出关键痛点，提出不断优化的设计方案",2
369,根据项目实际情况对项目成员提供相关敏捷实践的培训和指导,4
370,"""1、负责货圈全用户产品、商户产品、内部系统等核心系统的多渠道前端实现",2
371,"管理团队的发展规划和计划，制定团队/项目的管理工作，对团队成员进行考核激励。""",4
372,"规范和文档的编写、维护""",1
373,"""1.负责Android应用研发工作",0
374,"负责运维研发质量体系建设，可担当团队敏捷教练角色；""",0
375,"研究跟踪最新安全漏洞检测、评估影响并提出修复方法；""",4
376,开发合适的供应资源，及时整合供应资源,2
377,参与系统应急方案的定期演练，执行应急方案，提出优化方案建议,4
378,"能够持续地对产品进行性能调优""",2
379,"有良好的团队合作能力和学习能力；""",2
380,"负责公司大数据平台的规划、选型、搭建，以及平台的维护和优化,制定清晰的大数据技术路线图",2
381,协助顺丰科技完成各项IT项目或专项工作落实,4
382,"能快速定位并解决程序错误。""",4
383,案例(businesscase)编写，确保方案的可实施性及经济可行性,4
384,负责H线产品的需求确认、目标用户与干系人分析,2
385,"编写新产品导入所有相关技术标准文档；""",1
386,负责IT项目实施、故障调查、技术分析，并提供解决方案或建议,4
387,"""1.产品研发项目过程跟进",2
388,负责优化应急响应流程和突发事件的应急响应,4
389,负责应用日常监测、故障处理、参与性能分析与优化,0
390,负责模块设计，项目相关的技术文档的编写工作,1
391,参与系统功能验收工作及负责用户手册/新增产品功能培训资料的编写,1
392,负责总部数据中心机房运维及管理,0
